P135_COMBO_TABLE3,PRODUCT,SERIAL_NUM,TRANS_SEQ,OPERATION,SBR,PART_NUM,BIRTH_DATE,EVENT_DATE,TEST_DATE,SPC_ID,OCCURRENCE,SEQ,TEST_SEQ_EVENT,STATE_NAME,HD_PHYS_PSN,DATA_ZONE,TRK_NUM,HD_LGC_PSN,HTR_DAC,HTR_DAC_REF,DELTA_DAC,TEST_ITERATION,CNTCT_TEST_STAGE,MODE,TRIP_MASK,NORM_AGC,NORM_AGC_REF,STRESSED_RRO,LOCAL_REF_RRO,DETECTOR1,DETECTOR2,DETECTOR3,DETECTOR4,DETECTOR5,DETECTOR6,AC_DETCR,AC_DETCR_REF,ACTIVE_HEATER,INACTIVE_HEATER_DAC,IPD_LATE_DTCT,LFACH_AMP,IPD5_FIT_LFACH,LRDED_STDEV,IPD5_FIT_LRDED,IPD5_FIT_DED
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,51,11,-45,0,BSLN,W,0,196,213,0.0202,0.0115,0.000,0.000,0.000,42.450,0.000,0.000,0.000,0.000,W,0,0.000,42.450,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,54,14,-42,1,MAIN,W,0,196,213,0.0208,0.0128,0.000,0.000,0.000,41.323,0.000,0.000,0.000,0.000,W,0,0.000,41.323,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,57,17,-39,2,MAIN,W,0,195,212,0.0193,0.0112,0.000,0.000,0.000,39.557,0.000,0.000,0.000,0.000,W,0,0.000,39.557,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,60,20,-36,3,MAIN,W,0,194,210,0.0186,0.0104,0.000,0.000,0.000,38.473,0.000,0.000,0.000,0.000,W,0,0.000,38.473,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,63,23,-33,4,MAIN,W,0,194,208,0.0178,0.0107,0.000,0.000,0.000,37.265,0.000,0.000,0.000,0.000,W,0,0.000,37.265,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,66,26,-30,5,MAIN,W,0,194,206,0.0175,0.0109,0.000,0.000,0.000,35.562,0.000,0.000,0.000,0.000,W,0,0.000,35.562,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,69,29,-27,6,MAIN,W,0,192,206,0.0199,0.0118,0.000,0.000,0.000,34.934,0.000,0.000,0.000,0.000,W,0,0.000,34.934,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,72,32,-24,7,MAIN,W,0,190,203,0.0192,0.0100,0.000,0.000,0.000,32.570,0.000,0.000,0.000,0.000,W,0,0.000,32.570,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,75,35,-21,8,MAIN,W,0,190,202,0.0192,0.0117,0.000,0.000,0.000,30.737,0.000,0.000,0.000,0.000,W,0,0.000,30.737,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,78,38,-18,9,MAIN,W,0,189,200,0.0193,0.0113,0.000,0.000,0.000,28.532,0.000,0.000,0.000,0.000,W,0,0.000,28.532,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,81,41,-15,10,MAIN,W,0,190,199,0.0185,0.0095,0.000,0.000,0.000,27.398,0.000,0.000,0.000,0.000,W,0,0.000,27.398,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,84,44,-12,11,MAIN,W,0,187,199,0.0181,0.0112,0.000,0.000,0.000,25.176,0.000,0.000,0.000,0.000,W,0,0.000,25.176,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,87,47,-9,12,MAIN,W,0,188,198,0.0195,0.0119,0.000,0.000,0.000,24.394,0.000,0.000,0.000,0.000,W,0,0.000,24.394,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,90,50,-6,13,MAIN,W,0,188,196,0.0194,0.0115,0.000,0.000,0.000,21.908,0.000,0.000,0.000,0.000,W,0,0.000,21.908,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,93,53,-3,14,MAIN,W,0,186,197,0.0213,0.0122,0.000,0.000,0.000,18.442,0.000,0.000,0.000,0.000,W,0,0.000,18.442,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,96,56,0,15,MAIN,W,0,185,195,0.0293,0.0239,0.000,0.000,0.000,16.435,0.000,0.000,0.000,0.000,W,0,0.000,16.435,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1520,2545,COMET,CMPM00TU-0,?,2023-04-02,2023-04-17 20:35:25,Apr 17 2023-20:26:12,131,28,1,5,PRODUCTION,0,16,128154,0,99,59,3,16,MAIN,W,8,181,193,0.0709,0.0699,0.000,0.000,0.000,23.948,0.000,0.000,0.000,0.000,W,0,0.000,23.948,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:45,301,24,1,1,PRODUCTION,0,16,129370,0,30,0,31,0,BSLN,H,0,189,212,0.0247,0.0132,0.000,0.000,0.000,41.092,0.000,0.000,0.000,0.000,R,0,0.000,41.092,39.304,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:45,301,24,1,1,PRODUCTION,0,16,129370,0,32,2,33,1,MAIN,H,0,187,212,0.0254,0.0124,0.000,0.000,0.000,40.511,0.000,0.000,0.000,0.000,R,0,0.000,40.511,40.375,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:45,301,24,1,1,PRODUCTION,0,16,129370,0,34,4,35,2,MAIN,H,0,186,210,0.0260,0.0109,0.000,0.000,0.000,39.850,0.000,0.000,0.000,0.000,R,0,0.000,39.850,41.484,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:45,301,24,1,1,PRODUCTION,0,16,129370,0,36,6,37,3,MAIN,H,0,185,207,0.0252,0.0125,0.000,0.000,0.000,40.024,0.000,0.000,0.000,0.000,R,0,0.000,40.024,42.632,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:45,301,24,1,1,PRODUCTION,0,16,129370,0,38,8,39,4,MAIN,H,0,183,206,0.0247,0.0118,0.000,0.000,0.000,43.065,0.000,0.000,0.000,0.000,R,0,0.000,43.065,43.819,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:45,301,24,1,1,PRODUCTION,0,16,129370,0,40,10,41,5,MAIN,H,0,181,204,0.0243,0.0120,0.000,0.000,0.000,45.675,0.000,0.000,0.000,0.000,R,0,0.000,45.675,45.044,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:45,301,24,1,1,PRODUCTION,0,16,129370,0,42,12,43,6,MAIN,H,0,178,201,0.0254,0.0115,0.000,0.000,0.000,48.694,0.000,0.000,0.000,0.000,R,0,0.000,48.694,46.308,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:45,301,24,1,1,PRODUCTION,0,16,129370,0,44,14,45,7,MAIN,H,0,178,200,0.0245,0.0130,0.000,0.000,0.000,49.453,0.000,0.000,0.000,0.000,R,0,0.000,49.453,47.610,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:45,301,24,1,1,PRODUCTION,0,16,129370,0,46,16,47,8,MAIN,H,0,177,197,0.0252,0.0105,0.000,0.000,0.000,49.258,0.000,0.000,0.000,0.000,R,0,0.000,49.258,48.952,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:45,301,24,1,1,PRODUCTION,0,16,129370,0,48,18,49,9,MAIN,H,0,175,196,0.0243,0.0126,0.000,0.000,0.000,48.237,0.000,-0.174,0.000,0.000,R,0,0.000,48.237,50.331,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,35,0,-51,0,BSLN,W,0,185,203,0.0261,0.0114,0.000,0.000,0.000,56.103,0.000,0.000,0.000,0.000,W,0,0.000,56.103,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,38,3,-48,1,MAIN,W,0,181,201,0.0262,0.0111,0.000,0.000,0.000,54.842,0.000,0.000,0.000,0.000,W,0,0.000,54.842,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,41,6,-45,2,MAIN,W,0,181,200,0.0259,0.0117,0.000,0.000,0.000,54.209,0.000,0.000,0.000,0.000,W,0,0.000,54.209,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,44,9,-42,3,MAIN,W,0,181,200,0.0265,0.0118,0.000,0.000,0.000,53.393,0.000,0.000,0.000,0.000,W,0,0.000,53.393,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,47,12,-39,4,MAIN,W,0,178,196,0.0261,0.0124,0.000,0.000,0.000,52.219,0.000,0.000,0.000,0.000,W,0,0.000,52.219,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,50,15,-36,5,MAIN,W,0,177,193,0.0253,0.0116,0.000,0.000,0.000,50.420,0.000,0.000,0.000,0.000,W,0,0.000,50.420,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,53,18,-33,6,MAIN,W,0,177,194,0.0255,0.0110,0.000,0.000,0.000,49.959,0.000,0.000,0.000,0.000,W,0,0.000,49.959,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,56,21,-30,7,MAIN,W,0,175,192,0.0252,0.0099,0.000,0.000,0.000,49.457,0.000,0.000,0.000,0.000,W,0,0.000,49.457,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,59,24,-27,8,MAIN,W,0,175,191,0.0256,0.0106,0.000,0.000,0.000,49.036,0.000,0.000,0.000,0.000,W,0,0.000,49.036,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,62,27,-24,9,MAIN,W,0,174,190,0.0260,0.0127,0.000,0.000,0.000,48.255,0.000,0.000,0.000,0.000,W,0,0.000,48.255,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,65,30,-21,10,MAIN,W,0,173,187,0.0252,0.0118,0.000,0.000,0.000,47.887,0.000,0.000,0.000,0.000,W,0,0.000,47.887,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,68,33,-18,11,MAIN,W,0,171,184,0.0237,0.0119,0.000,0.000,0.000,47.453,0.000,0.000,0.000,0.000,W,0,0.000,47.453,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,71,36,-15,12,MAIN,W,0,172,185,0.0253,0.0109,0.000,0.000,0.000,45.814,0.000,0.000,0.000,0.000,W,0,0.000,45.814,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,74,39,-12,13,MAIN,W,0,171,181,0.0250,0.0102,0.000,0.000,0.000,44.091,0.000,0.000,0.000,0.000,W,0,0.000,44.091,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,77,42,-9,14,MAIN,W,0,170,180,0.0248,0.0111,0.000,0.000,0.000,43.153,0.000,0.000,0.000,0.000,W,0,0.000,43.153,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,80,45,-6,15,MAIN,W,0,171,180,0.0252,0.0122,0.000,0.000,0.000,39.697,0.000,0.000,0.000,0.000,W,0,0.000,39.697,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,83,48,-3,16,MAIN,W,0,168,180,0.0252,0.0128,0.000,0.000,0.000,35.640,0.000,0.000,0.000,0.000,W,0,0.000,35.640,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,86,51,0,17,MAIN,W,0,169,178,0.0251,0.0119,0.000,0.000,0.000,31.831,0.000,0.000,0.000,0.000,W,0,0.000,31.831,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:55,101,26,1,2,PRODUCTION,0,16,129370,0,89,54,3,18,MAIN,W,8,165,175,0.0255,0.0134,0.000,0.000,0.000,36.451,0.000,0.000,0.000,0.000,W,0,0.000,36.451,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,30,0,-20,0,BSLN,H,0,186,212,0.0268,0.0125,0.000,0.000,0.000,40.761,0.000,0.000,0.000,0.000,R,0,0.000,40.761,41.699,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,32,2,-18,1,MAIN,H,0,185,208,0.0263,0.0116,0.000,0.000,0.000,40.285,0.000,0.000,0.000,0.000,R,0,0.000,40.285,40.365,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,34,4,-16,2,MAIN,H,0,183,208,0.0274,0.0127,0.000,0.000,0.000,39.800,0.000,0.000,0.000,0.000,R,0,0.000,39.800,39.198,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,36,6,-14,3,MAIN,H,0,184,208,0.0272,0.0115,0.000,0.000,0.000,38.621,0.000,0.000,0.000,0.000,R,0,0.000,38.621,38.198,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,38,8,-12,4,MAIN,H,0,181,205,0.0259,0.0112,0.000,0.000,0.000,38.045,0.000,0.000,0.000,0.000,R,0,0.000,38.045,37.366,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,40,10,-10,5,MAIN,H,0,179,203,0.0253,0.0118,0.000,0.000,0.000,37.374,0.000,0.000,0.000,0.000,R,0,0.000,37.374,36.701,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,42,12,-8,6,MAIN,H,0,179,201,0.0258,0.0119,0.000,0.000,0.000,36.362,0.000,0.000,0.000,0.000,R,0,0.000,36.362,36.204,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,44,14,-6,7,MAIN,H,0,175,200,0.0263,0.0109,0.000,0.000,0.000,35.453,0.000,0.000,0.000,0.000,R,0,0.000,35.453,35.873,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,46,16,-4,8,MAIN,H,0,172,197,0.0269,0.0116,0.000,0.000,0.000,35.071,0.000,0.000,0.000,0.000,R,0,0.000,35.071,35.710,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,48,18,-2,9,MAIN,H,0,169,197,0.0253,0.0123,0.000,0.000,0.000,34.727,0.000,0.174,0.000,0.000,R,0,0.000,34.727,35.715,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,50,20,0,10,MAIN,H,0,167,195,0.0265,0.0143,0.000,0.000,0.000,35.333,0.000,0.269,0.000,0.000,R,0,0.000,35.333,35.886,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,52,22,2,11,MAIN,H,0,164,194,0.0250,0.0140,0.000,0.000,0.000,36.169,0.000,0.266,0.000,0.000,R,0,0.000,36.169,36.225,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:21:59,302,27,1,3,PRODUCTION,0,16,129370,0,54,24,4,12,MAIN,H,8,163,192,0.0263,0.0114,0.000,0.000,0.000,37.872,0.000,0.301,0.000,0.000,R,0,0.000,37.872,36.732,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:22:10,140,28,1,4,PRODUCTION,0,16,129370,0,46,6,-54,0,BSLN,W,0,185,209,0.0266,0.0122,0.000,0.000,0.000,56.888,0.000,0.000,0.000,0.000,W,0,0.000,56.888,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:22:10,140,28,1,4,PRODUCTION,0,16,129370,0,49,9,-51,1,MAIN,W,0,184,207,0.0260,0.0116,0.000,0.000,0.000,55.898,0.000,0.000,0.000,0.000,W,0,0.000,55.898,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:22:10,140,28,1,4,PRODUCTION,0,16,129370,0,52,12,-48,2,MAIN,W,0,182,204,0.0258,0.0121,0.000,0.000,0.000,54.543,0.000,0.000,0.000,0.000,W,0,0.000,54.543,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:22:10,140,28,1,4,PRODUCTION,0,16,129370,0,55,15,-45,3,MAIN,W,0,180,203,0.0271,0.0099,0.000,0.000,0.000,53.173,0.000,0.000,0.000,0.000,W,0,0.000,53.173,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:22:10,140,28,1,4,PRODUCTION,0,16,129370,0,58,18,-42,4,MAIN,W,0,179,202,0.0254,0.0121,0.000,0.000,0.000,52.758,0.000,0.000,0.000,0.000,W,0,0.000,52.758,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:22:10,140,28,1,4,PRODUCTION,0,16,129370,0,61,21,-39,5,MAIN,W,0,178,196,0.0262,0.0132,0.000,0.000,0.000,51.590,0.000,0.000,0.000,0.000,W,0,0.000,51.590,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:22:10,140,28,1,4,PRODUCTION,0,16,129370,0,64,24,-36,6,MAIN,W,0,177,196,0.0253,0.0118,0.000,0.000,0.000,50.027,0.000,0.000,0.000,0.000,W,0,0.000,50.027,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:22:10,140,28,1,4,PRODUCTION,0,16,129370,0,67,27,-33,7,MAIN,W,0,175,196,0.0256,0.0124,0.000,0.000,0.000,48.662,0.000,0.000,0.000,0.000,W,0,0.000,48.662,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B07E1543,3354,COMET,CMPM00TD-0,?,2023-04-01,2023-04-16 23:31:35,Apr 16 2023-23:22:10,140,28,1,4,PRODUCTION,0,16,129370,0,70,30,-30,8,MAIN,W,0,175,193,0.0251,0.0114,0.000,0.000,0.000,48.081,0.000,0.000,0.000,0.000,W,0,0.000,48.081,0.000,0.000,0.000,0.000
